ID,location,date,time,total,new 
8,Gyeonggi,2020-03-23,0:00,351,14
9,Gyeong-buk,2020-03-23,0:00,1256,2
10,Gyeong-nam,2020-03-23,0:00,89,1
11,Incheon,2020-03-23,0:00,40,0
12,Jeju,2020-03-23,0:00,4,0
13,Jeon-buk,2020-03-23,0:00,10,0
14,Jeon-nam,2020-03-23,0:00,6,0
15,Sejong,2020-03-23,0:00,42,1
16,Seoul,2020-03-23,0:00,330,6
17,Ulsan,2020-03-23,0:00,36,0
0,Airport,2020-03-24,0:00,67,20
1,Busan,2020-03-24,0:00,111,2
2,Chung-buk,2020-03-24,0:00,38,1
3,Chung-nam,2020-03-24,0:00,120,0
4,Daegu,2020-03-24,0:00,6442,31
5,Daejeon,2020-03-24,0:00,24,0
6,Gangwon,2020-03-24,0:00,30,0
7,Gwangju,2020-03-24,0:00,19,0
8,Gyeonggi,2020-03-24,0:00,366,15
9,Gyeong-buk,2020-03-24,0:00,1257,1
10,Gyeong-nam,2020-03-24,0:00,90,1
11,Incheon,2020-03-24,0:00,41,1
12,Jeju,2020-03-24,0:00,4,0
13,Jeon-buk,2020-03-24,0:00,10,0
14,Jeon-nam,2020-03-24,0:00,6,0
15,Sejong,2020-03-24,0:00,42,0
16,Seoul,2020-03-24,0:00,334,4
17,Ulsan,2020-03-24,0:00,36,0
0,Airport,2020-03-25,0:00,101,34
1,Busan,2020-03-25,0:00,112,1
2,Chung-buk,2020-03-25,0:00,38,0
3,Chung-nam,2020-03-25,0:00,123,3
4,Daegu,2020-03-25,0:00,6456,14
5,Daejeon,2020-03-25,0:00,24,0
6,Gangwon,2020-03-25,0:00,31,1
7,Gwangju,2020-03-25,0:00,19,0
8,Gyeonggi,2020-03-25,0:00,387,21
9,Gyeong-buk,2020-03-25,0:00,1262,5
10,Gyeong-nam,2020-03-25,0:00,90,0
11,Incheon,2020-03-25,0:00,42,1
12,Jeju,2020-03-25,0:00,6,2
13,Jeon-buk,2020-03-25,0:00,10,0
14,Jeon-nam,2020-03-25,0:00,8,2
15,Sejong,2020-03-25,0:00,44,2
16,Seoul,2020-03-25,0:00,347,13
17,Ulsan,2020-03-25,0:00,37,1
0,Airport,2020-03-26,0:00,131,30
1,Busan,2020-03-26,0:00,112,0
2,Chung-buk,2020-03-26,0:00,39,1
3,Chung-nam,2020-03-26,0:00,124,1
4,Daegu,2020-03-26,0:00,6482,26
5,Daejeon,2020-03-26,0:00,30,6
6,Gangwon,2020-03-26,0:00,31,0
7,Gwangju,2020-03-26,0:00,19,0
8,Gyeonggi,2020-03-26,0:00,401,14
9,Gyeong-buk,2020-03-26,0:00,1274,12
10,Gyeong-nam,2020-03-26,0:00,90,0
11,Incheon,2020-03-26,0:00,43,1
12,Jeju,2020-03-26,0:00,6,0
13,Jeon-buk,2020-03-26,0:00,10,0
14,Jeon-nam,2020-03-26,0:00,8,0
15,Sejong,2020-03-26,0:00,44,0
16,Seoul,2020-03-26,0:00,360,13
17,Ulsan,2020-03-26,0:00,37,0
0,Airport,2020-03-27,0:00,144,13
1,Busan,2020-03-27,0:00,113,1
2,Chung-buk,2020-03-27,0:00,41,2
3,Chung-nam,2020-03-27,0:00,124,0
4,Daegu,2020-03-27,0:00,6516,34
5,Daejeon,2020-03-27,0:00,31,1
6,Gangwon,2020-03-27,0:00,31,0
7,Gwangju,2020-03-27,0:00,20,1
8,Gyeonggi,2020-03-27,0:00,412,11
9,Gyeong-buk,2020-03-27,0:00,1283,9
10,Gyeong-nam,2020-03-27,0:00,91,1
11,Incheon,2020-03-27,0:00,46,3
12,Jeju,2020-03-27,0:00,7,1
13,Jeon-buk,2020-03-27,0:00,10,0
14,Jeon-nam,2020-03-27,0:00,8,0
15,Sejong,2020-03-27,0:00,44,0
16,Seoul,2020-03-27,0:00,372,12
17,Ulsan,2020-03-27,0:00,39,2
0,Airport,2020-03-28,0:00,168,24
1,Busan,2020-03-28,0:00,114,1
2,Chung-buk,2020-03-28,0:00,41,0
3,Chung-nam,2020-03-28,0:00,126,2
4,Daegu,2020-03-28,0:00,6587,71
5,Daejeon,2020-03-28,0:00,31,0
6,Gangwon,2020-03-28,0:00,32,1
7,Gwangju,2020-03-28,0:00,20,0
8,Gyeonggi,2020-03-28,0:00,433,21
9,Gyeong-buk,2020-03-28,0:00,1285,2
10,Gyeong-nam,2020-03-28,0:00,91,0
11,Incheon,2020-03-28,0:00,51,5
12,Jeju,2020-03-28,0:00,8,1
13,Jeon-buk,2020-03-28,0:00,10,0
14,Jeon-nam,2020-03-28,0:00,8,0
15,Sejong,2020-03-28,0:00,44,0
16,Seoul,2020-03-28,0:00,390,18
17,Ulsan,2020-03-28,0:00,39,0
0,Airport,2020-03-29,0:00,189,21
1,Busan,2020-03-29,0:00,117,3
2,Chung-buk,2020-03-29,0:00,41,0
3,Chung-nam,2020-03-29,0:00,127,1
4,Daegu,2020-03-29,0:00,6610,23
5,Daejeon,2020-03-29,0:00,34,3
6,Gangwon,2020-03-29,0:00,34,2
7,Gwangju,2020-03-29,0:00,20,0
8,Gyeonggi,2020-03-29,0:00,448,15
9,Gyeong-buk,2020-03-29,0:00,1287,2
10,Gyeong-nam,2020-03-29,0:00,94,3
11,Incheon,2020-03-29,0:00,58,7
12,Jeju,2020-03-29,0:00,8,0
13,Jeon-buk,2020-03-29,0:00,12,2
14,Jeon-nam,2020-03-29,0:00,9,1
15,Sejong,2020-03-29,0:00,46,2
16,Seoul,2020-03-29,0:00,410,20
17,Ulsan,2020-03-29,0:00,39,0
0,Airport,2020-03-30,0:00,202,13
1,Busan,2020-03-30,0:00,118,1
2,Chung-buk,2020-03-30,0:00,44,3
3,Chung-nam,2020-03-30,0:00,127,0
4,Daegu,2020-03-30,0:00,6624,4
5,Daejeon,2020-03-30,0:00,34,0
6,Gangwon,2020-03-30,0:00,36,2
7,Gwangju,2020-03-30,0:00,20,0
8,Gyeonggi,2020-03-30,0:00,463,15
9,Gyeong-buk,2020-03-30,0:00,1298,11
10,Gyeong-nam,2020-03-30,0:00,95,1
11,Incheon,2020-03-30,0:00,58,0
12,Jeju,2020-03-30,0:00,9,1
13,Jeon-buk,2020-03-30,0:00,13,1
14,Jeon-nam,2020-03-30,0:00,9,0
15,Sejong,2020-03-30,0:00,46,0
16,Seoul,2020-03-30,0:00,426,16
17,Ulsan,2020-03-30,0:00,39,0
0,Airport,2020-03-31,0:00,217,15
1,Busan,2020-03-31,0:00,119,1
2,Chung-buk,2020-03-31,0:00,44,0
3,Chung-nam,2020-03-31,0:00,128,1
4,Daegu,2020-03-31,0:00,6684,60
5,Daejeon,2020-03-31,0:00,36,2
6,Gangwon,2020-03-31,0:00,36,0
7,Gwangju,2020-03-31,0:00,20,0
8,Gyeonggi,2020-03-31,0:00,476,13
9,Gyeong-buk,2020-03-31,0:00,1300,2
10,Gyeong-nam,2020-03-31,0:00,96,1
11,Incheon,2020-03-31,0:00,64,6
12,Jeju,2020-03-31,0:00,9,0
13,Jeon-buk,2020-03-31,0:00,13,0
14,Jeon-nam,2020-03-31,0:00,9,0
15,Sejong,2020-03-31,0:00,46,0
16,Seoul,2020-03-31,0:00,450,24
17,Ulsan,2020-03-31,0:00,39,0
0,Airport,2020-04-01,0:00,224,7
1,Busan,2020-04-01,0:00,122,3
2,Chung-buk,2020-04-01,0:00,44,0
3,Chung-nam,2020-04-01,0:00,131,3
4,Daegu,2020-04-01,0:00,6704,20
5,Daejeon,2020-04-01,0:00,36,0
6,Gangwon,2020-04-01,0:00,38,2
7,Gwangju,2020-04-01,0:00,24,4
8,Gyeonggi,2020-04-01,0:00,499,23
9,Gyeong-buk,2020-04-01,0:00,1302,2
10,Gyeong-nam,2020-04-01,0:00,100,4
11,Incheon,2020-04-01,0:00,69,5
12,Jeju,2020-04-01,0:00,9,0
13,Jeon-buk,2020-04-01,0:00,14,1
14,Jeon-nam,2020-04-01,0:00,12,3
15,Sejong,2020-04-01,0:00,46,0
16,Seoul,2020-04-01,0:00,474,24
17,Ulsan,2020-04-01,0:00,39,0
0,Airport,2020-04-02,0:00,242,18
1,Busan,2020-04-02,0:00,122,0
2,Chung-buk,2020-04-02,0:00,44,0
3,Chung-nam,2020-04-02,0:00,133,2
4,Daegu,2020-04-02,0:00,6725,21
5,Daejeon,2020-04-02,0:00,36,0
6,Gangwon,2020-04-02,0:00,39,1
7,Gwangju,2020-04-02,0:00,25,1
8,Gyeonggi,2020-04-02,0:00,516,17
9,Gyeong-buk,2020-04-02,0:00,1304,2
10,Gyeong-nam,2020-04-02,0:00,106,6
11,Incheon,2020-04-02,0:00,73,4
12,Jeju,2020-04-02,0:00,9,0
13,Jeon-buk,2020-04-02,0:00,14,0
14,Jeon-nam,2020-04-02,0:00,14,2
15,Sejong,2020-04-02,0:00,46,0
16,Seoul,2020-04-02,0:00,488,14
17,Ulsan,2020-04-02,0:00,40,1
0,Airport,2020-04-03,0:00,264,22
1,Busan,2020-04-03,0:00,122,0
2,Chung-buk,2020-04-03,0:00,45,1
3,Chung-nam,2020-04-03,0:00,134,1
4,Daegu,2020-04-03,0:00,6734,9
5,Daejeon,2020-04-03,0:00,36,0
6,Gangwon,2020-04-03,0:00,41,2
7,Gwangju,2020-04-03,0:00,26,1
8,Gyeonggi,2020-04-03,0:00,539,23
9,Gyeong-buk,2020-04-03,0:00,1309,5
10,Gyeong-nam,2020-04-03,0:00,107,1
11,Incheon,2020-04-03,0:00,74,1
12,Jeju,2020-04-03,0:00,9,0
13,Jeon-buk,2020-04-03,0:00,15,1
14,Jeon-nam,2020-04-03,0:00,15,1
15,Sejong,2020-04-03,0:00,46,0
16,Seoul,2020-04-03,0:00,506,18
17,Ulsan,2020-04-03,0:00,40,0
0,Airport,2020-04-04,0:00,279,15
1,Busan,2020-04-04,0:00,122,0
2,Chung-buk,2020-04-04,0:00,45,0
3,Chung-nam,2020-04-04,0:00,135,1
4,Daegu,2020-04-04,0:00,6761,27
5,Daejeon,2020-04-04,0:00,36,0
6,Gangwon,2020-04-04,0:00,42,1
7,Gwangju,2020-04-04,0:00,26,0
8,Gyeonggi,2020-04-04,0:00,562,23
9,Gyeong-buk,2020-04-04,0:00,1310,1
10,Gyeong-nam,2020-04-04,0:00,108,1
11,Incheon,2020-04-04,0:00,77,3
12,Jeju,2020-04-04,0:00,9,0
13,Jeon-buk,2020-04-04,0:00,15,0
14,Jeon-nam,2020-04-04,0:00,15,0
15,Sejong,2020-04-04,0:00,46,0
16,Seoul,2020-04-04,0:00,528,22
17,Ulsan,2020-04-04,0:00,40,0
0,Airport,2020-04-05,0:00,303,24
1,Busan,2020-04-05,0:00,122,0
2,Chung-buk,2020-04-05,0:00,45,0
3,Chung-nam,2020-04-05,0:00,135,0
4,Daegu,2020-04-05,0:00,6768,7
5,Daejeon,2020-04-05,0:00,37,1
6,Gangwon,2020-04-05,0:00,45,3
7,Gwangju,2020-04-05,0:00,27,1
8,Gyeonggi,2020-04-05,0:00,572,10
9,Gyeong-buk,2020-04-05,0:00,1314,4
10,Gyeong-nam,2020-04-05,0:00,109,1
11,Incheon,2020-04-05,0:00,79,2
12,Jeju,2020-04-05,0:00,12,3
13,Jeon-buk,2020-04-05,0:00,16,1
14,Jeon-nam,2020-04-05,0:00,15,0
15,Sejong,2020-04-05,0:00,46,0
16,Seoul,2020-04-05,0:00,552,24
17,Ulsan,2020-04-05,0:00,40,0
0,Airport,2020-04-06,0:00,310,7
1,Busan,2020-04-06,0:00,122,0
2,Chung-buk,2020-04-06,0:00,45,0
3,Chung-nam,2020-04-06,0:00,136,1
4,Daegu,2020-04-06,0:00,6781,13
5,Daejeon,2020-04-06,0:00,39,2
6,Gangwon,2020-04-06,0:00,45,0
7,Gwangju,2020-04-06,0:00,27,0
8,Gyeonggi,2020-04-06,0:00,580,8
9,Gyeong-buk,2020-04-06,0:00,1316,2
10,Gyeong-nam,2020-04-06,0:00,111,2
11,Incheon,2020-04-06,0:00,80,1
12,Jeju,2020-04-06,0:00,12,0
13,Jeon-buk,2020-04-06,0:00,16,0
14,Jeon-nam,2020-04-06,0:00,15,0
15,Sejong,2020-04-06,0:00,46,0
16,Seoul,2020-04-06,0:00,563,11
17,Ulsan,2020-04-06,0:00,40,0
0,Airport,2020-04-07,0:00,324,14
1,Busan,2020-04-07,0:00,123,1
2,Chung-buk,2020-04-07,0:00,45,0
3,Chung-nam,2020-04-07,0:00,137,1
4,Daegu,2020-04-07,0:00,6794,13
5,Daejeon,2020-04-07,0:00,39,0
6,Gangwon,2020-04-07,0:00,47,2
7,Gwangju,2020-04-07,0:00,27,0
8,Gyeonggi,2020-04-07,0:00,590,10
9,Gyeong-buk,2020-04-07,0:00,1317,1
10,Gyeong-nam,2020-04-07,0:00,112,1
11,Incheon,2020-04-07,0:00,80,0
12,Jeju,2020-04-07,0:00,12,0
13,Jeon-buk,2020-04-07,0:00,16,0
14,Jeon-nam,2020-04-07,0:00,15,0
15,Sejong,2020-04-07,0:00,46,0
16,Seoul,2020-04-07,0:00,567,4
17,Ulsan,2020-04-07,0:00,40,0
0,Airport,2020-04-08,0:00,338,14
1,Busan,2020-04-08,0:00,125,2
2,Chung-buk,2020-04-08,0:00,45,0
3,Chung-nam,2020-04-08,0:00,137,0
4,Daegu,2020-04-08,0:00,6803,9
5,Daejeon,2020-04-08,0:00,39,0
6,Gangwon,2020-04-08,0:00,49,2
7,Gwangju,2020-04-08,0:00,27,0
8,Gyeonggi,2020-04-08,0:00,596,6
9,Gyeong-buk,2020-04-08,0:00,1320,3
10,Gyeong-nam,2020-04-08,0:00,113,1
11,Incheon,2020-04-08,0:00,84,4
12,Jeju,2020-04-08,0:00,12,0
13,Jeon-buk,2020-04-08,0:00,17,1
14,Jeon-nam,2020-04-08,0:00,15,0
15,Sejong,2020-04-08,0:00,46,0
16,Seoul,2020-04-08,0:00,578,11
17,Ulsan,2020-04-08,0:00,40,0
0,Airport,2020-04-09,0:00,348,10
1,Busan,2020-04-09,0:00,125,0
2,Chung-buk,2020-04-09,0:00,45,0
3,Chung-nam,2020-04-09,0:00,138,1
4,Daegu,2020-04-09,0:00,6807,4
5,Daejeon,2020-04-09,0:00,39,0
6,Gangwon,2020-04-09,0:00,49,0
7,Gwangju,2020-04-09,0:00,27,0
8,Gyeonggi,2020-04-09,0:00,606,10
9,Gyeong-buk,2020-04-09,0:00,1320,0
10,Gyeong-nam,2020-04-09,0:00,115,2
11,Incheon,2020-04-09,0:00,84,0
12,Jeju,2020-04-09,0:00,12,0
13,Jeon-buk,2020-04-09,0:00,17,0
14,Jeon-nam,2020-04-09,0:00,15,0
15,Sejong,2020-04-09,0:00,46,0
16,Seoul,2020-04-09,0:00,590,12
17,Ulsan,2020-04-09,0:00,40,0
0,Airport,2020-04-10,0:00,352,4
1,Busan,2020-04-10,0:00,126,1
2,Chung-buk,2020-04-10,0:00,45,0
3,Chung-nam,2020-04-10,0:00,138,0
4,Daegu,2020-04-10,0:00,6807,0
5,Daejeon,2020-04-10,0:00,39,0
6,Gangwon,2020-04-10,0:00,49,0
7,Gwangju,2020-04-10,0:00,27,0
8,Gyeonggi,2020-04-10,0:00,615,9
9,Gyeong-buk,2020-04-10,0:00,1327,7
10,Gyeong-nam,2020-04-10,0:00,115,0
11,Incheon,2020-04-10,0:00,85,1
12,Jeju,2020-04-10,0:00,12,0
13,Jeon-buk,2020-04-10,0:00,17,0
14,Jeon-nam,2020-04-10,0:00,15,0
15,Sejong,2020-04-10,0:00,46,0
16,Seoul,2020-04-10,0:00,595,5
17,Ulsan,2020-04-10,0:00,40,0
0,Airport,2020-04-11,0:00,358,6
1,Busan,2020-04-11,0:00,126,0
2,Chung-buk,2020-04-11,0:00,45,0
3,Chung-nam,2020-04-11,0:00,138,0
4,Daegu,2020-04-11,0:00,6814,7
5,Daejeon,2020-04-11,0:00,39,0
6,Gangwon,2020-04-11,0:00,49,0
7,Gwangju,2020-04-11,0:00,27,0
8,Gyeonggi,2020-04-11,0:00,624,9
9,Gyeong-buk,2020-04-11,0:00,1330,3
10,Gyeong-nam,2020-04-11,0:00,115,0
11,Incheon,2020-04-11,0:00,85,0
12,Jeju,2020-04-11,0:00,12,0
13,Jeon-buk,2020-04-11,0:00,17,0
14,Jeon-nam,2020-04-11,0:00,15,0
15,Sejong,2020-04-11,0:00,46,0
16,Seoul,2020-04-11,0:00,599,4
17,Ulsan,2020-04-11,0:00,41,1
0,Airport,2020-04-12,0:00,376,18
1,Busan,2020-04-12,0:00,126,0
2,Chung-buk,2020-04-12,0:00,45,0
3,Chung-nam,2020-04-12,0:00,139,1
4,Daegu,2020-04-12,0:00,6816,2
5,Daejeon,2020-04-12,0:00,39,0
6,Gangwon,2020-04-12,0:00,49,0
7,Gwangju,2020-04-12,0:00,27,0
8,Gyeonggi,2020-04-12,0:00,628,4
9,Gyeong-buk,2020-04-12,0:00,1333,3
10,Gyeong-nam,2020-04-12,0:00,115,0
11,Incheon,2020-04-12,0:00,86,1
12,Jeju,2020-04-12,0:00,12,0
13,Jeon-buk,2020-04-12,0:00,17,0
14,Jeon-nam,2020-04-12,0:00,15,0
15,Sejong,2020-04-12,0:00,46,0
16,Seoul,2020-04-12,0:00,602,3
17,Ulsan,2020-04-12,0:00,41,0
0,Airport,2020-04-13,0:00,382,6
1,Busan,2020-04-13,0:00,126,0
2,Chung-buk,2020-04-13,0:00,45,0
3,Chung-nam,2020-04-13,0:00,139,0
4,Daegu,2020-04-13,0:00,6819,3
5,Daejeon,2020-04-13,0:00,39,0
6,Gangwon,2020-04-13,0:00,49,0
7,Gwangju,2020-04-13,0:00,27,0
8,Gyeonggi,2020-04-13,0:00,631,3
9,Gyeong-buk,2020-04-13,0:00,1337,4
10,Gyeong-nam,2020-04-13,0:00,115,0
11,Incheon,2020-04-13,0:00,87,1
12,Jeju,2020-04-13,0:00,12,0
13,Jeon-buk,2020-04-13,0:00,17,0
14,Jeon-nam,2020-04-13,0:00,15,0
15,Sejong,2020-04-13,0:00,46,0
16,Seoul,2020-04-13,0:00,610,8
17,Ulsan,2020-04-13,0:00,41,0
0,Airport,2020-04-14,0:00,389,7
1,Busan,2020-04-14,0:00,126,0
2,Chung-buk,2020-04-14,0:00,45,0
3,Chung-nam,2020-04-14,0:00,139,0
4,Daegu,2020-04-14,0:00,6822,3
5,Daejeon,2020-04-14,0:00,39,0
6,Gangwon,2020-04-14,0:00,49,0
7,Gwangju,2020-04-14,0:00,27,0
8,Gyeonggi,2020-04-14,0:00,639,8
9,Gyeong-buk,2020-04-14,0:00,1342,5
10,Gyeong-nam,2020-04-14,0:00,115,0
11,Incheon,2020-04-14,0:00,88,1
12,Jeju,2020-04-14,0:00,12,0
13,Jeon-buk,2020-04-14,0:00,17,0
14,Jeon-nam,2020-04-14,0:00,15,0
15,Sejong,2020-04-14,0:00,46,0
16,Seoul,2020-04-14,0:00,612,2
17,Ulsan,2020-04-14,0:00,42,1
0,Airport,2020-04-15,0:00,393,4
1,Busan,2020-04-15,0:00,127,1
2,Chung-buk,2020-04-15,0:00,45,0
3,Chung-nam,2020-04-15,0:00,139,0
4,Daegu,2020-04-15,0:00,6823,1
5,Daejeon,2020-04-15,0:00,39,0
6,Gangwon,2020-04-15,0:00,51,2
7,Gwangju,2020-04-15,0:00,28,1
8,Gyeonggi,2020-04-15,0:00,645,6
9,Gyeong-buk,2020-04-15,0:00,1348,6
10,Gyeong-nam,2020-04-15,0:00,115,0
11,Incheon,2020-04-15,0:00,88,0
12,Jeju,2020-04-15,0:00,13,1
13,Jeon-buk,2020-04-15,0:00,17,0
14,Jeon-nam,2020-04-15,0:00,15,0
15,Sejong,2020-04-15,0:00,46,0
16,Seoul,2020-04-15,0:00,617,5
17,Ulsan,2020-04-15,0:00,42,0
0,Airport,2020-04-16,0:00,397,4
1,Busan,2020-04-16,0:00,130,3
2,Chung-buk,2020-04-16,0:00,45,0
3,Chung-nam,2020-04-16,0:00,139,0
4,Daegu,2020-04-16,0:00,6827,4
5,Daejeon,2020-04-16,0:00,39,0
6,Gangwon,2020-04-16,0:00,52,1
7,Gwangju,2020-04-16,0:00,28,0
8,Gyeonggi,2020-04-16,0:00,649,4
9,Gyeong-buk,2020-04-16,0:00,1352,4
10,Gyeong-nam,2020-04-16,0:00,115,0
11,Incheon,2020-04-16,0:00,88,0
12,Jeju,2020-04-16,0:00,13,0
13,Jeon-buk,2020-04-16,0:00,17,0
14,Jeon-nam,2020-04-16,0:00,15,0
15,Sejong,2020-04-16,0:00,46,0
16,Seoul,2020-04-16,0:00,619,2
17,Ulsan,2020-04-16,0:00,42,0
0,Airport,2020-04-17,0:00,408,11
1,Busan,2020-04-17,0:00,130,0
2,Chung-buk,2020-04-17,0:00,45,0
3,Chung-nam,2020-04-17,0:00,139,0
4,Daegu,2020-04-17,0:00,6827,0
5,Daejeon,2020-04-17,0:00,40,1
6,Gangwon,2020-04-17,0:00,52,0
7,Gwangju,2020-04-17,0:00,30,2
8,Gyeonggi,2020-04-17,0:00,650,1
9,Gyeong-buk,2020-04-17,0:00,1356,4
10,Gyeong-nam,2020-04-17,0:00,115,0
11,Incheon,2020-04-17,0:00,89,1
12,Jeju,2020-04-17,0:00,13,0
13,Jeon-buk,2020-04-17,0:00,17,0
14,Jeon-nam,2020-04-17,0:00,15,0
15,Sejong,2020-04-17,0:00,46,0
16,Seoul,2020-04-17,0:00,621,2
17,Ulsan,2020-04-17,0:00,42,0
0,Airport,2020-04-18,0:00,412,4
1,Busan,2020-04-18,0:00,130,0
2,Chung-buk,2020-04-18,0:00,45,0
3,Chung-nam,2020-04-18,0:00,141,2
4,Daegu,2020-04-18,0:00,6830,3
5,Daejeon,2020-04-18,0:00,39,-1
6,Gangwon,2020-04-18,0:00,53,1
7,Gwangju,2020-04-18,0:00,30,0
8,Gyeonggi,2020-04-18,0:00,654,4
9,Gyeong-buk,2020-04-18,0:00,1358,2
10,Gyeong-nam,2020-04-18,0:00,116,1
11,Incheon,2020-04-18,0:00,90,1
12,Jeju,2020-04-18,0:00,13,0
13,Jeon-buk,2020-04-18,0:00,17,0
14,Jeon-nam,2020-04-18,0:00,15,0
15,Sejong,2020-04-18,0:00,46,0
16,Seoul,2020-04-18,0:00,622,1
17,Ulsan,2020-04-18,0:00,42,0
0,Airport,2020-04-19,0:00,414,2
1,Busan,2020-04-19,0:00,130,0
2,Chung-buk,2020-04-19,0:00,45,0
3,Chung-nam,2020-04-19,0:00,141,0
4,Daegu,2020-04-19,0:00,6832,2
5,Daejeon,2020-04-19,0:00,39,0
6,Gangwon,2020-04-19,0:00,53,0
7,Gwangju,2020-04-19,0:00,30,0
8,Gyeonggi,2020-04-19,0:00,654,0
9,Gyeong-buk,2020-04-19,0:00,1359,1
10,Gyeong-nam,2020-04-19,0:00,116,0
11,Incheon,2020-04-19,0:00,91,1
12,Jeju,2020-04-19,0:00,13,0
13,Jeon-buk,2020-04-19,0:00,17,0
14,Jeon-nam,2020-04-19,0:00,15,0
15,Sejong,2020-04-19,0:00,46,0
16,Seoul,2020-04-19,0:00,624,2
17,Ulsan,2020-04-19,0:00,42,0
0,Airport,2020-04-20,0:00,418,4
1,Busan,2020-04-20,0:00,132,2
2,Chung-buk,2020-04-20,0:00,45,0
3,Chung-nam,2020-04-20,0:00,141,0
4,Daegu,2020-04-20,0:00,6833,1
5,Daejeon,2020-04-20,0:00,39,0
6,Gangwon,2020-04-20,0:00,53,0
7,Gwangju,2020-04-20,0:00,30,0
8,Gyeonggi,2020-04-20,0:00,656,2
9,Gyeong-buk,2020-04-20,0:00,1361,2
10,Gyeong-nam,2020-04-20,0:00,116,0
11,Incheon,2020-04-20,0:00,92,1
12,Jeju,2020-04-20,0:00,13,0
13,Jeon-buk,2020-04-20,0:00,17,0
14,Jeon-nam,2020-04-20,0:00,15,0
15,Sejong,2020-04-20,0:00,46,0
16,Seoul,2020-04-20,0:00,624,0
17,Ulsan,2020-04-20,0:00,43,1
